player,position,season,Team,TOI_all,TOI_EV,TOI_PP,TOI_SH,EV_GAR,PP_GAR,SH_GAR,Pens_GAR,GAR,WAR
MIKE.MOTTAU,2,20082009,N.J,1421,1302,60,37,8.0,0.0,0.0,1.8,9.8,1.8
MIKKO.KOIVU,1,20072008,MIN,1164,802,162,152,7.5,0.6,1.1,0.3,9.6,1.8
MORGAN.RIELLY,2,20132014,TOR,1286,1124,140,10,4.9,2.8,0.0,1.6,9.2,1.8
NICK.BONINO,1,20132014,ANA,1245,873,215,125,4.9,3.8,0.2,0.2,9.1,1.8
NICKLAS.LIDSTROM,2,20082009,DET,1910,1312,297,258,2.1,6.4,0.1,1.2,9.7,1.8
NIK.ANTROPOV,1,20072008,TOR,1443,968,238,170,6.4,2.7,0.1,0.0,9.2,1.8
NIKOLAY.KULEMIN,1,20102011,TOR,1418,1104,215,75,8.0,0.0,0.0,1.4,9.3,1.8
PATRICE.BERGERON,1,20122013,BOS,810,609,91,91,7.3,0.0,1.2,0.8,9.4,1.8
PATRIK.BERGLUND,1,20082009,STL,1118,828,239,26,7.7,0.1,0.2,1.6,9.6,1.8
PATRIK.ELIAS,1,20072008,N.J,1366,921,250,115,7.6,0.7,1.3,-0.1,9.6,1.8
PAUL.MARTIN,2,20072008,N.J,1736,1141,264,227,5.3,1.0,0.0,3.1,9.4,1.8
PHIL.KESSEL,1,20112012,TOR,1645,1329,271,6,4.4,2.9,0.0,2.1,9.4,1.8
PHILIP.LARSEN,2,20112012,DAL,988,887,70,25,8.4,0.0,0.0,0.9,9.3,1.8
PIERRE-MARC.BOUCHARD,1,20072008,MIN,1345,1021,275,2,6.0,0.5,0.0,2.9,9.4,1.8
RICHARD.PANIK,1,20162017,CHI,1200,1050,132,0,8.2,1.5,0.0,-0.5,9.2,1.8
ROBERT.NILSSON,1,20072008,EDM,987,812,161,6,7.9,0.0,0.0,1.3,9.2,1.8
RYAN.GETZLAF,1,20122013,ANA,888,673,122,63,6.9,2.6,0.4,-0.5,9.4,1.8
RYAN.MALONE,1,20082009,T.B,1237,836,227,142,10.3,0.6,0.0,-1.2,9.7,1.8
RYAN.SUTER,2,20132014,MIN,2405,1856,308,194,5.9,1.7,0.5,1.1,9.3,1.8
SERGEI.KOSTITSYN,1,20102011,NSH,1169,978,144,27,4.3,3.4,1.1,0.4,9.2,1.8
SHEA.WEBER,2,20102011,NSH,2074,1570,298,171,6.6,1.3,1.2,0.2,9.2,1.8
STEVEN.STAMKOS,1,20152016,T.B,1521,1140,260,60,4.5,2.9,0.5,1.3,9.1,1.8
THOMAS.VANEK,1,20072008,BUF,1368,1034,306,10,7.3,2.5,0.0,-0.2,9.6,1.8
TIM.STAPLETON,1,20112012,WPG,639,525,106,3,4.2,4.7,0.0,0.1,9.1,1.8
TOBIAS.ENSTROM,2,20072008,ATL,2006,1250,463,254,4.0,0.8,2.4,2.3,9.5,1.8
TOM.POTI,2,20072008,WSH,1667,1181,183,268,8.2,0.0,0.6,0.4,9.1,1.8
TOM.POTI,2,20092010,WSH,1498,1144,75,251,5.6,3.1,0.2,0.5,9.4,1.8
TOMAS.TATAR,1,20152016,DET,1163,952,188,0,7.2,1.6,0.0,0.6,9.4,1.8
TOREY.KRUG,2,20142015,BOS,1519,1282,201,13,5.9,0.8,0.0,2.5,9.2,1.8
TOREY.KRUG,2,20172018,BOS,1545,1237,260,28,5.0,3.6,0.4,0.9,10.1,1.8
TREVOR.DALEY,2,20082009,DAL,1648,1307,102,206,6.6,0.0,2.0,1.0,9.6,1.8
TYSON.BARRIE,2,20152016,COL,1807,1467,239,39,4.3,2.1,0.0,3.0,9.4,1.8
VALERI.NICHUSHKIN,1,20132014,DAL,1182,1066,104,1,5.4,0.0,0.0,4.0,9.4,1.8
VINCENT.LECAVALIER,1,20072008,T.B,1856,1352,332,123,4.4,3.8,0.6,0.7,9.4,1.8
VINCENT.TROCHECK,1,20142015,FLA,699,635,44,3,9.3,0.0,0.0,-0.1,9.2,1.8
VINNY.PROSPAL,1,20112012,CBJ,1467,1159,267,3,8.0,0.7,0.0,0.6,9.3,1.8
WAYNE.SIMMONDS,1,20132014,PHI,1368,1051,276,3,5.0,4.2,0.0,-0.1,9.1,1.8
ZACH.PARISE,1,20122013,MIN,991,718,157,69,5.5,1.9,0.0,1.6,9.0,1.8
ALEC.MARTINEZ,2,20162017,L.A,1769,1388,175,179,4.7,2.9,1.0,0.2,8.8,1.7
ALEX.BURROWS,1,20092010,VAN,1464,1103,112,189,7.8,0.0,0.9,0.1,8.7,1.7
ALEX.GOLIGOSKI,2,20082009,PIT,824,632,179,4,6.4,1.1,0.0,1.8,9.4,1.7
ALEX.PICARD,2,20082009,OTT,887,693,158,25,4.8,3.0,0.0,1.4,9.2,1.7
ANDREJ.MESZAROS,2,20102011,PHI,1710,1325,198,165,9.2,0.0,0.0,-0.3,8.9,1.7
ANDREW.MACDONALD,2,20102011,NYI,1405,1062,181,143,4.9,2.8,0.0,1.1,8.8,1.7
ANDREW.SHAW,1,20112012,CHI,563,479,59,10,5.4,0.6,0.0,2.4,8.4,1.7
ANDY.GREENE,2,20112012,N.J,1091,948,24,101,5.7,0.2,1.7,1.2,8.8,1.7
ANTON.BABCHUK,2,20102011,CGY,1016,819,157,26,7.2,1.5,0.1,0.2,9.0,1.7
BENOIT.POULIOT,1,20122013,T.B,447,384,61,1,6.8,0.0,0.0,1.6,8.4,1.7
BLAKE.WHEELER,1,20172018,WPG,1641,1239,253,100,3.0,5.8,0.0,0.5,9.3,1.7
BO.HORVAT,1,20162017,VAN,1461,1112,155,147,6.1,1.1,0.0,1.5,8.7,1.7
BRENDAN.BELL,2,20082009,OTT,939,755,160,9,5.8,2.9,0.0,0.7,9.4,1.7
BRENT.BURNS,2,20142015,S.J,1964,1479,267,153,5.1,4.4,0.0,-1.0,8.5,1.7
CARL.SODERBERG,1,20142015,BOS,1376,1190,164,1,8.2,0.4,0.0,0.0,8.7,1.7
CARL.SODERBERG,1,20152016,COL,1477,1083,185,161,5.1,0.1,0.7,2.7,8.6,1.7
CHARLIE.COYLE,1,20162017,MIN,1368,1134,172,29,6.6,0.0,0.0,2.2,8.8,1.7
CHARLIE.MCAVOY,2,20172018,BOS,1395,1195,124,49,9.6,0.7,0.0,-0.5,9.8,1.7
CHRIS.HIGGINS,1,20072008,MTL,1471,1047,257,122,2.7,0.5,0.5,5.1,8.8,1.7
CHRIS.KREIDER,1,20162017,NYR,1275,1049,191,1,7.9,1.2,0.0,-0.1,9.0,1.7
CHRIS.TANEV,2,20162017,VAN,1078,886,24,151,6.6,0.1,1.0,0.9,8.6,1.7
CLAYTON.STONER,2,20112012,MIN,897,807,1,84,9.0,0.0,0.1,-0.2,8.8,1.7
DAN.HAMHUIS,2,20092010,NSH,1658,1392,33,203,6.3,0.0,0.0,2.5,8.8,1.7
DAN.HAMHUIS,2,20122013,VAN,1099,836,104,141,5.0,0.0,2.1,1.5,8.6,1.7
DANIEL.ALFREDSSON,1,20092010,OTT,1377,952,259,137,2.5,6.1,0.3,0.2,9.1,1.7
DANIEL.WINNIK,1,20142015,TOR,976,758,4,200,4.3,0.0,2.5,1.8,8.6,1.7
DAVID.BACKES,1,20132014,STL,1445,1081,196,140,6.4,3.2,0.2,-0.9,8.9,1.7
DAVID.BACKES,1,20162017,BOS,1266,1021,152,39,9.2,0.0,0.0,-0.1,9.1,1.7
DAVID.LEGWAND,1,20112012,NSH,1443,1141,172,99,6.0,2.3,0.0,0.5,8.7,1.7
DAVID.PASTRNAK,1,20142015,BOS,643,556,78,0,7.1,0.0,0.0,1.5,8.7,1.7
DAYMOND.LANGKOW,1,20082009,CGY,1228,938,274,6,6.1,1.9,0.0,1.4,9.4,1.7
DENNIS.RASMUSSEN,1,20152016,CHI,402,399,2,2,7.8,0.0,0.0,1.1,8.9,1.7
DENNIS.SEIDENBERG,2,20122013,BOS,1095,880,50,143,7.2,0.0,0.7,0.6,8.5,1.7
DEREK.MACKENZIE,1,20102011,CBJ,683,550,24,105,7.2,0.2,0.0,1.4,8.8,1.7
DEREK.RYAN,1,20172018,CAR,1249,1040,160,30,9.2,0.4,0.4,-0.6,9.3,1.7
DEREK.STEPAN,1,20132014,NYR,1475,1118,218,93,2.3,3.8,1.0,1.6,8.7,1.7
DEREK.STEPAN,1,20152016,NYR,1278,964,170,120,5.6,2.1,0.0,0.8,8.5,1.7
DUSTIN.BROWN,1,20132014,L.A,1250,1029,168,38,4.9,1.2,0.0,2.5,8.6,1.7
DUSTIN.BROWN,1,20162017,L.A,1280,1038,119,101,5.4,1.0,0.0,2.5,8.9,1.7
EVGENI.MALKIN,1,20092010,PIT,1375,1008,319,20,3.2,4.1,0.0,1.5,8.8,1.7
FILIP.KUBA,2,20072008,T.B,1870,1328,268,233,4.2,1.5,1.4,1.5,8.6,1.7
HENRIK.ZETTERBERG,1,20102011,DET,1567,1225,259,49,2.4,5.2,0.0,1.3,8.8,1.7
IVAN.PROVOROV,2,20172018,PHI,1981,1575,145,210,7.3,0.0,0.7,1.8,9.8,1.7
JACOB.TROUBA,2,20172018,WPG,1204,970,81,136,8.7,0.0,0.3,0.6,9.6,1.7
JAKE.MUZZIN,2,20142015,L.A,1725,1423,189,69,3.4,1.9,1.1,2.3,8.7,1.7
JAMIE.LANGENBRUNNER,1,20092010,N.J,1583,1176,234,132,2.5,4.6,1.5,0.1,8.7,1.7
JASON.ARNOTT,1,20092010,NSH,1177,930,208,4,5.3,3.3,0.0,0.3,9.0,1.7
JASON.POMINVILLE,1,20092010,BUF,1528,1048,295,140,2.3,2.5,1.9,2.2,8.9,1.7
JASON.POMINVILLE,1,20142015,MIN,1497,1179,267,0,5.7,0.0,0.0,2.9,8.6,1.7
JASON.POMINVILLE,1,20162017,MIN,1110,939,87,70,6.1,0.6,0.7,1.7,9.0,1.7
JASON.SPEZZA,1,20112012,OTT,1570,1240,265,31,3.7,5.1,0.0,-0.1,8.7,1.7
JEFF.CARTER,1,20142015,L.A,1473,1092,220,113,7.2,1.0,0.0,0.3,8.5,1.7
JOE.PAVELSKI,1,20122013,S.J,908,671,142,74,5.5,2.2,0.0,1.1,8.8,1.7
JOE.PAVELSKI,1,20172018,S.J,1578,1222,257,22,5.9,2.3,0.0,1.0,9.3,1.7
JOE.THORNTON,1,20122013,S.J,882,683,157,23,6.5,2.5,0.0,-0.4,8.6,1.7
JOE.THORNTON,1,20142015,S.J,1428,1118,240,26,4.6,3.5,0.0,0.8,8.9,1.7
JOEL.WARD,1,20132014,WSH,1317,1010,142,149,7.9,0.0,0.3,0.7,8.9,1.7
JOHN.CARLSON,2,20152016,WSH,1325,995,182,120,4.8,1.8,0.0,2.3,8.9,1.7
JOHN.TAVARES,1,20122013,NYI,997,807,164,6,4.4,1.4,0.0,2.6,8.5,1.7
JOHN.TAVARES,1,20162017,NYI,1572,1219,234,69,5.0,0.0,1.4,2.5,8.9,1.7
JONATHAN.DROUIN,1,20162017,T.B,1286,1036,222,0,3.7,4.0,0.0,1.4,9.0,1.7
JORDAN.EBERLE,1,20142015,EDM,1542,1289,208,5,4.7,3.0,0.0,1.2,8.9,1.7
JUSTIN.ABDELKADER,1,20102011,DET,910,768,12,126,9.3,0.1,0.0,-0.3,9.1,1.7
KENT.HUSKINS,2,20072008,ANA,1221,1066,33,86,7.0,0.0,1.1,0.9,8.9,1.7
KEVIN.FIALA,1,20172018,NSH,1208,1017,180,0,5.0,1.2,0.0,3.5,9.8,1.7
KRIS.LETANG,2,20142015,PIT,1756,1266,261,187,5.2,3.9,0.0,-0.3,8.9,1.7
KRIS.RUSSELL,2,20132014,CGY,1573,1284,199,61,4.1,2.3,0.4,2.1,8.8,1.7
KYLE.WELLWOOD,1,20112012,WPG,1145,980,150,5,5.2,0.5,0.0,2.7,8.4,1.7
LEO.KOMAROV,1,20162017,TOR,1400,1029,169,176,4.7,2.7,0.0,1.2,8.7,1.7
LEON.DRAISAITL,1,20152016,EDM,1282,1069,179,4,6.0,0.6,0.0,2.1,8.7,1.7
LOUI.ERIKSSON,1,20132014,BOS,1008,788,120,87,4.4,1.4,1.0,1.7,8.6,1.7
MARC-EDOUARD.VLASIC,2,20092010,S.J,1414,1100,110,189,6.2,0.4,0.0,2.3,8.9,1.7
MARCEL.GOC,1,20112012,FLA,1004,804,69,114,8.0,0.4,0.0,0.1,8.5,1.7
MARCO.SCANDELLA,2,20152016,MIN,1509,1295,40,130,4.4,1.4,0.0,2.5,8.4,1.7
MARCUS.FOLIGNO,1,20152016,BUF,988,925,16,31,7.1,0.1,0.1,1.2,8.5,1.7
MARCUS.JOHANSSON,1,20112012,WSH,1344,1103,183,43,4.0,0.7,0.0,3.8,8.5,1.7
MARCUS.JOHANSSON,1,20152016,WSH,1231,1001,202,4,3.7,1.7,0.0,3.2,8.6,1.7
MARK.FISTRIC,2,20092010,DAL,974,915,2,48,8.4,0.0,0.0,0.5,8.9,1.7
MARK.LETESTU,1,20162017,EDM,1108,733,175,163,4.1,4.3,0.0,0.5,8.9,1.7
MARTIN.ERAT,1,20102011,NSH,1158,903,162,71,2.4,3.5,0.0,3.0,9.0,1.7
MARTIN.HAVLAT,1,20072008,CHI,629,452,133,24,6.8,0.7,0.0,1.3,8.9,1.7
MATHIEU.SCHNEIDER,2,20072008,ANA,1447,1042,283,63,4.3,3.6,1.1,-0.4,8.6,1.7
MATT.CARLE,2,20112012,PHI,1888,1505,217,140,5.4,1.1,2.0,0.0,8.4,1.7
MATT.MOULSON,1,20092010,NYI,1347,1065,243,2,6.2,0.9,0.0,1.7,8.9,1.7
MATT.MOULSON,1,20162017,BUF,940,761,170,1,4.6,4.0,0.0,0.3,8.8,1.7
MATT.STAJAN,1,20122013,CGY,737,623,10,83,8.3,0.1,0.0,0.2,8.5,1.7
MATTHEW.LOMBARDI,1,20092010,ARI,1399,1044,255,61,9.4,0.0,0.0,-0.2,9.2,1.7
MICHAEL.FROLIK,1,20132014,WPG,1346,1145,80,105,7.3,0.0,0.2,1.3,8.9,1.7
MICHAEL.RAFFL,1,20132014,PHI,883,743,12,118,4.7,0.1,2.7,1.0,8.5,1.7
MIKE.RIBEIRO,1,20092010,DAL,1288,936,232,100,2.0,4.0,0.0,2.9,8.9,1.7
MIKE.RIBEIRO,1,20122013,WSH,856,670,163,8,0.6,8.1,0.0,-0.2,8.5,1.7
MIKE.RIBEIRO,1,20142015,NSH,1536,1254,235,2,7.2,0.0,0.0,1.2,8.5,1.7
MIKKO.KOIVU,1,20132014,MIN,1356,1009,224,90,6.3,1.9,0.0,0.5,8.7,1.7
MILAN.LUCIC,1,20112012,BOS,1379,1174,179,2,8.6,2.1,0.0,-2.0,8.7,1.7
MILAN.LUCIC,1,20132014,BOS,1390,1178,185,1,5.6,2.5,0.0,0.5,8.6,1.7
MITCH.MARNER,1,20162017,TOR,1292,1081,182,6,6.1,2.5,0.0,0.2,8.8,1.7
NAZEM.KADRI,1,20142015,TOR,1285,1065,171,12,3.7,0.0,0.0,5.1,8.8,1.7
NINO.NIEDERREITER,1,20132014,MIN,1141,1019,109,1,8.9,0.7,0.0,-1.0,8.7,1.7
NINO.NIEDERREITER,1,20142015,MIN,1163,983,123,36,5.7,0.4,0.8,1.5,8.4,1.7
OLIVER.EKMAN-LARSSON,2,20132014,ARI,2064,1460,323,227,0.8,4.1,1.6,2.3,8.8,1.7
ONDREJ.PALAT,1,20152016,T.B,1111,824,165,87,4.8,0.0,0.9,2.8,8.5,1.7
PAUL.MARTIN,2,20142015,PIT,1685,1348,121,186,6.0,0.0,1.8,1.0,8.8,1.7
PHIL.KESSEL,1,20092010,TOR,1367,1066,267,3,5.9,0.0,0.0,2.9,8.8,1.7
PHIL.KESSEL,1,20172018,PIT,1532,1186,309,1,4.0,5.8,0.0,-0.4,9.4,1.7
R.J..UMBERGER,1,20072008,PHI,1313,964,123,182,2.7,0.4,1.4,4.2,8.8,1.7
RAY.WHITNEY,1,20102011,ARI,1272,991,258,1,3.6,4.2,0.0,0.9,8.6,1.7
RILEY.SHEAHAN,1,20142015,DET,1235,979,188,45,4.3,2.7,0.0,1.6,8.5,1.7
ROBERT.LANG,1,20082009,MTL,842,563,160,95,5.6,4.8,0.6,-1.9,9.1,1.7
RYAN.ELLIS,2,20162017,NSH,1699,1314,153,181,2.4,1.6,0.7,4.4,9.0,1.7
RYAN.GARBUTT,1,20132014,DAL,980,859,7,101,7.4,0.0,2.2,-0.8,8.9,1.7
RYAN.HARTMAN,1,20162017,CHI,970,910,40,7,7.0,0.0,0.0,1.8,8.8,1.7
SAM.GAGNER,1,20112012,EDM,1287,1081,184,3,7.1,2.7,0.0,-1.3,8.5,1.7
SAM.GAGNER,1,20162017,CBJ,1111,889,195,1,6.3,2.0,0.0,0.7,9.0,1.7
SCOTT.HARTNELL,1,20132014,PHI,1317,1022,255,5,5.5,3.3,0.0,-0.1,8.7,1.7
SEAN.MONAHAN,1,20172018,CGY,1383,1062,263,21,7.9,1.5,0.0,0.0,9.5,1.7
SHEA.WEBER,2,20082009,NSH,1942,1410,357,129,9.0,0.0,1.0,-0.7,9.3,1.7
SLAVA.VOYNOV,2,20122013,L.A,1070,880,100,80,4.2,1.8,1.8,1.0,8.8,1.7
STEVE.DOWNIE,1,20102011,T.B,827,692,129,1,8.8,0.4,0.0,-0.4,8.8,1.7
T.J..OSHIE,1,20082009,STL,945,670,136,121,6.9,1.4,0.1,0.9,9.4,1.7
TAYLOR.HALL,1,20122013,EDM,838,674,142,2,6.3,1.2,0.0,1.1,8.6,1.7
THOMAS.VANEK,1,20092010,BUF,1186,899,248,7,5.7,4.0,0.0,-1.0,8.7,1.7
TIM.GLEASON,2,20072008,CAR,1488,1210,18,238,5.7,0.1,1.0,2.2,9.0,1.7
TJ.BRODIE,2,20112012,CGY,890,788,92,2,7.7,0.8,0.0,0.4,8.9,1.7
TOBIAS.RIEDER,1,20152016,ARI,1419,1051,181,157,4.0,0.0,0.7,4.1,8.8,1.7
TOM.GILBERT,2,20072008,EDM,1815,1396,181,201,4.9,0.7,0.0,3.3,9.0,1.7
TOMAS.FLEISCHMANN,1,20112012,FLA,1566,1270,259,11,4.0,2.2,0.0,2.6,8.8,1.7
TOMAS.KABERLE,2,20102011,TOR,1303,1009,253,14,4.6,3.8,0.0,0.7,9.1,1.7
TOMAS.PLEKANEC,1,20102011,MTL,1559,1088,222,216,7.1,2.1,0.0,-0.3,9.0,1.7
TREVOR.VAN RIEMSDYK,2,20172018,CAR,1346,1216,15,103,7.8,0.1,1.2,0.6,9.7,1.7
TYLER.ENNIS,1,20112012,BUF,776,672,93,2,7.8,0.0,0.0,0.6,8.4,1.7
VICTOR.METE,2,20172018,MTL,764,681,69,6,8.2,0.0,0.0,1.2,9.4,1.7
VINNY.PROSPAL,1,20072008,T.B,1238,1017,189,2,8.5,1.2,0.0,-0.6,9.0,1.7
WILL.BUTCHER,2,20172018,N.J,1301,1063,214,3,5.0,2.9,0.0,1.6,9.5,1.7
WILLIE.MITCHELL,2,20102011,L.A,1244,1028,6,192,4.6,0.0,1.8,2.4,8.8,1.7
WOJTEK.WOLSKI,1,20072008,COL,1227,1003,156,46,6.6,0.0,0.0,2.2,8.7,1.7
ZACH.WERENSKI,2,20162017,CBJ,1631,1331,216,57,4.7,2.8,0.0,1.4,8.8,1.7
ADAM.LARSSON,2,20152016,N.J,1846,1520,11,271,8.3,0.1,0.5,-0.8,8.1,1.6
ADAM.LOWRY,1,20172018,WPG,670,537,35,91,6.5,0.0,1.3,1.0,8.8,1.6
ALEC.MARTINEZ,2,20142015,L.A,1113,903,108,86,3.8,0.0,2.2,2.1,8.1,1.6
ALEX.BURROWS,1,20072008,VAN,1237,940,18,236,5.6,0.1,0.0,2.5,8.1,1.6
ALEX.BURROWS,1,20102011,VAN,1226,967,73,161,5.8,1.0,1.1,0.7,8.6,1.6
ALEX.KILLORN,1,20142015,T.B,1202,964,141,57,7.0,0.0,0.2,1.1,8.3,1.6
ALEX.SEMIN,1,20112012,WSH,1293,1078,193,1,8.3,1.4,0.0,-1.4,8.3,1.6
ALEX.TANGUAY,1,20112012,CGY,1219,898,205,86,6.3,1.3,0.0,0.6,8.3,1.6
ANDREW.LADD,1,20122013,WPG,945,732,127,67,7.5,0.0,0.3,0.2,8.0,1.6
ANDY.MCDONALD,1,20082009,STL,878,658,176,23,4.8,3.3,0.0,0.8,8.8,1.6
BENOIT.POULIOT,1,20112012,BOS,898,818,79,1,7.0,0.0,0.0,1.0,8.0,1.6
BLAKE.COLEMAN,1,20172018,N.J,1126,941,7,168,7.3,0.1,1.2,0.2,8.7,1.6
BRAD.MARCHAND,1,20122013,BOS,764,617,77,57,6.2,0.4,1.2,0.5,8.3,1.6
BRAD.MARCHAND,1,20142015,BOS,1300,1090,74,106,8.2,0.0,1.7,-1.9,8.1,1.6
BRANDON.SUTTER,1,20172018,VAN,1055,836,13,188,4.4,0.1,1.6,3.0,9.1,1.6
BRIAN.CAMPBELL,2,20072008,S.J,502,368,96,30,2.7,4.2,0.3,0.9,8.2,1.6
BROCK.NELSON,1,20132014,NYI,1025,813,132,59,6.2,0.0,0.0,2.2,8.4,1.6
BROOKS.ORPIK,2,20162017,WSH,1403,1196,2,188,5.4,0.0,3.0,-0.1,8.3,1.6
CARL.HAGELIN,1,20172018,PIT,1291,1069,4,206,7.8,0.0,0.2,1.0,9.0,1.6
CHARLIE.COYLE,1,20152016,MIN,1419,1158,149,42,1.1,2.7,0.0,4.6,8.4,1.6
CHRIS.PHILLIPS,2,20092010,OTT,1833,1440,52,315,4.0,0.9,2.6,0.8,8.3,1.6
COLBY.ARMSTRONG,1,20102011,TOR,806,671,29,91,6.5,0.0,0.0,1.6,8.1,1.6
COLIN.MILLER,2,20172018,VGK,1586,1282,198,79,8.2,0.6,0.0,0.4,9.2,1.6
COLIN.WHITE,1,20092010,N.J,1626,1400,12,189,6.6,0.1,1.3,0.4,8.3,1.6
CONNOR.CARRICK,2,20162017,TOR,1095,1027,38,17,8.6,0.0,0.0,-0.4,8.3,1.6
COREY.PERRY,1,20122013,ANA,839,651,125,40,6.9,2.3,0.0,-1.1,8.2,1.6
CRAIG.SMITH,1,20142015,NSH,1290,1062,200,1,8.7,0.0,0.0,-0.4,8.3,1.6
CURTIS.GLENCROSS,1,20082009,CGY,1072,860,52,143,6.7,1.8,0.2,0.3,8.9,1.6
DAINIUS.ZUBRUS,1,20112012,N.J,1532,1193,145,165,7.8,0.0,0.3,0.0,8.1,1.6
DAN.GIRARDI,2,20072008,NYR,1738,1275,221,201,0.9,0.0,1.8,5.4,8.1,1.6
DARREN.HELM,1,20112012,DET,986,812,12,156,2.6,0.1,0.0,5.5,8.2,1.6
DARRYL.BOYCE,1,20102011,TOR,524,488,16,16,8.9,0.1,0.0,-0.5,8.5,1.6
DAVID.BACKES,1,20082009,STL,1450,1041,201,174,11.6,0.0,1.1,-3.7,8.9,1.6
DAVID.KREJCI,1,20172018,BOS,1080,895,141,14,5.4,2.4,0.0,1.1,8.8,1.6
DAVID.LEGWAND,1,20102011,NSH,1203,951,102,130,8.2,0.0,0.0,0.3,8.5,1.6
DENNIS.SEIDENBERG,2,20092010,FLA,1420,1090,140,164,4.2,1.7,0.0,2.4,8.3,1.6
DEREK.ROY,1,20092010,BUF,1544,1111,248,133,3.3,1.6,1.5,2.0,8.4,1.6
DMITRIJ.JASKIN,1,20172018,STL,946,902,36,3,8.4,0.0,0.0,0.8,9.2,1.6
DREW.STAFFORD,1,20102011,BUF,1025,800,181,21,6.9,2.8,0.0,-1.4,8.4,1.6
DUNCAN.KEITH,2,20142015,CHI,2045,1551,261,187,5.5,0.0,1.4,1.2,8.2,1.6
DUSTIN.BYFUGLIEN,2,20152016,WPG,2041,1548,271,160,7.6,1.7,1.5,-2.8,8.0,1.6
ERIC.FEHR,1,20142015,WSH,1114,960,13,102,5.4,0.1,0.6,1.9,8.0,1.6
ERIC.STAAL,1,20162017,MIN,1524,1178,192,107,6.2,1.1,0.9,0.3,8.6,1.6
ERIK.KARLSSON,2,20172018,OTT,1899,1502,234,100,7.2,0.0,0.0,2.0,9.2,1.6
EVGENI.MALKIN,1,20122013,PIT,610,458,137,1,3.3,3.9,0.0,0.9,8.2,1.6
EVGENY.KUZNETSOV,1,20162017,WSH,1390,1199,162,2,6.9,1.3,0.0,0.2,8.4,1.6
EVGENY.KUZNETSOV,1,20172018,WSH,1486,1163,265,4,6.0,3.6,0.0,-0.6,9.0,1.6
FILIP.FORSBERG,1,20162017,NSH,1508,1137,211,118,5.1,0.5,0.8,1.7,8.1,1.6
FRANS.NIELSEN,1,20142015,NYI,1293,901,216,132,3.1,2.8,0.0,2.4,8.3,1.6
JACK.EICHEL,1,20162017,BUF,1215,986,179,14,2.7,2.3,0.0,3.1,8.2,1.6
JACOB.TROUBA,2,20152016,WPG,1787,1434,103,219,6.9,0.0,0.9,0.3,8.1,1.6
JAN.HEJDA,2,20082009,CBJ,1835,1470,17,319,5.9,0.1,1.0,1.6,8.6,1.6
JANNIK.HANSEN,1,20152016,VAN,1101,924,25,116,7.9,0.2,0.5,-0.3,8.3,1.6
JAROMIR.JAGR,1,20072008,NYR,1678,1294,323,9,5.5,1.6,0.0,1.1,8.2,1.6
JASSEN.CULLIMORE,2,20072008,FLA,1174,993,5,161,8.9,0.0,0.0,-0.8,8.1,1.6
JEFF.PETRY,2,20172018,MTL,1923,1463,224,191,3.7,1.9,1.7,1.7,9.0,1.6
JOCHEN.HECHT,1,20092010,BUF,1355,1074,83,164,7.2,0.0,1.8,-0.5,8.5,1.6
JOHAN.FRANZEN,1,20072008,DET,1276,927,186,138,2.7,5.2,0.9,-0.2,8.6,1.6
JOHAN.FRANZEN,1,20122013,DET,742,573,142,16,5.2,2.1,0.0,0.7,8.0,1.6
JOHN.CARLSON,2,20142015,WSH,1886,1450,141,235,6.2,1.8,0.0,0.3,8.3,1.6
JOHN.TAVARES,1,20172018,NYI,1634,1202,255,127,4.3,3.2,0.1,1.3,8.9,1.6
JONATHAN.HUBERDEAU,1,20132014,FLA,1079,917,135,2,3.5,0.0,0.0,4.5,8.0,1.6
JORDAN.STAAL,1,20082009,PIT,1626,1123,187,288,6.3,0.0,0.0,2.6,8.9,1.6
JOSH.GORGES,2,20132014,MTL,1398,1145,24,220,4.7,0.2,1.6,1.5,8.0,1.6
JUSTIN.BRAUN,2,20112012,S.J,1092,940,72,65,5.2,2.0,0.0,1.1,8.3,1.6
JUSTIN.FONTAINE,1,20152016,MIN,711,615,9,65,7.0,0.1,0.6,0.3,7.9,1.6
KARL.ALZNER,2,20142015,WSH,1593,1389,2,175,5.2,0.0,1.8,1.4,8.4,1.6
KIMMO.TIMONEN,2,20082009,PHI,1886,1179,305,343,1.5,7.8,0.3,-1.0,8.6,1.6
KRIS.LETANG,2,20152016,PIT,1900,1422,275,161,3.0,3.7,0.5,0.7,8.0,1.6
KRIS.VERSTEEG,1,20102011,TOR,1003,748,193,36,2.6,3.2,0.3,2.4,8.5,1.6
KURTIS.FOSTER,2,20092010,T.B,1217,906,269,16,6.1,2.5,0.0,-0.2,8.4,1.6
KYLE.BRODZIAK,1,20172018,STL,1091,926,5,140,9.5,0.0,0.0,-0.6,8.9,1.6
MARCO.SCANDELLA,2,20142015,MIN,1387,1169,36,144,5.6,1.1,1.8,-0.6,7.9,1.6
MARCUS.KRUGER,1,20162017,CHI,982,800,6,153,9.0,0.0,0.0,-0.6,8.5,1.6
MAREK.SVATOS,1,20082009,COL,898,731,155,1,4.8,3.1,0.0,1.0,8.9,1.6
MARIAN.GABORIK,1,20082009,MIN,340,266,53,16,5.1,2.2,0.0,1.5,8.8,1.6
MARIAN.GABORIK,1,20102011,NYR,1121,882,190,13,4.2,2.8,0.0,1.3,8.3,1.6
